mid,汽车品牌,详细车型,车型ID
779,鸿蒙智行,智界V9,zhijiezhongdaxingmpv
779,鸿蒙智行,问界M5,wenjiem5
779,鸿蒙智行,问界M6,wenjiem6
779,鸿蒙智行,问界M7,wenjiem7
779,鸿蒙智行,问界M8,wenjiem8
779,鸿蒙智行,问界M9,wenjiem9
780,礼骊汽车,礼骊VSTAR,lilivstar
780,礼骊汽车,礼骊V级,xingshi
780,礼骊汽车,礼骊威霆,liliweiting
782,玉柴,驭宝,yubao
782,玉柴,驭达V7,yudav7
783,烨,本田GT,bentiangt
785,恒信致远,恒信致远V级,hengxinzhiyuanvji
785,恒信致远,恒信致远威霆,hengxinzhiyuanweiting
804,firefly萤火虫,firefly萤火虫,yinghuochong-11362
805,骐蔚汽车,长江6号,changjiang6hao
805,骐蔚汽车,长江7号,changjiang7hao
805,骐蔚汽车,长江9号,changjiang9hao
805,骐蔚汽车,骐蔚EV7,qiweiev7
806,宝石星汽车,宝石星VS680,baoshixingvs680
806,宝石星汽车,宝石星VT680,baoshixingvt680
806,宝石星汽车,宝石星黑曼巴,futeheimanba
806,宝石星汽车,宝石星黑曼巴LM,heimanbalm
807,212,212 T01,212
807,212,212 T01 新能源,212t01xinnengyuan
807,212,212 T10,212t10
807,212,探境者01,212pika
808,星海狮,星海狮快运王EV1,xinghaishiweikaxinnengyuan
808,星海狮,星海狮快运王V2,xinghaishiweika
808,星海狮,星海狮快运王新能源,xinghaishiqichexinnengyuan-11148
815,KILOW,LA BAGNOLE,kilow-11280
816,Eon motors,Weez,weez
817,Ligier,Nouvelle JS50,nouvellejs50
819,奥迪AUDI,奥迪 E5 Sportback,shangqiaodigainianche
819,奥迪AUDI,奥迪E7X,aodiesuvgainianche
820,华东汽车,华东牌商务车,huadongpaishangwuche
821,予风汽车,予风EV50,yufengev50
821,予风汽车,予风黄金仓,yufenghuangjincang
822,星达,星达烈马,xingdaliema
823,高域,AirCab,aircab
823,高域,AirCar,gove
823,高域,AirJet,guangqifeixingqiche-11390
824,福田卡文汽车,乐福,kawenlefu
824,福田卡文汽车,乐迪,ledi
824,福田卡文汽车,乐途,letu-12271
826,仁拓博歌,博歌赛那,bogesainei
827,奇瑞风云,QQ冰淇淋,qqbingqilin
827,奇瑞风云,多米,qqduomi
827,奇瑞风云,奇瑞QQ3EV,qiruiqq3-11995
827,奇瑞风云,奇瑞QQ5,qiruiqq-11482
827,奇瑞风云,小蚂蚁,qiruieq1
827,奇瑞风云,风云A8,airuize8phev
827,奇瑞风云,风云A8L,fengyuna8l
827,奇瑞风云,风云A9,fengyune05
827,奇瑞风云,风云A9L,arrizostar
827,奇瑞风云,风云E06,fengyune06
827,奇瑞风云,风云T10,fengyunt10
827,奇瑞风云,风云T11,fengyunt11
827,奇瑞风云,风云T6,fengyunt6
827,奇瑞风云,风云T7,fengyunt7
827,奇瑞风云,风云T8,fengyunt8
827,奇瑞风云,风云T8L,fengyunt8l
827,奇瑞风云,风云T9,fengyunt9
827,奇瑞风云,风云T9L,fengyunt9l
827,奇瑞风云,风云X3,qiruix3
827,奇瑞风云,风云X3 PLUS,fengyunx3plus
827,奇瑞风云,风云X3L,qiruix3l
828,示界,示界06,fukang06
829,普曼·巅峰,天枢系列,tianshuxilie
829,普曼·巅峰,天玑系列,tianjixilie
829,普曼·巅峰,星曜系列,xingyaoxilie
830,魁士,睿吉馬Vito,ruijimavito
830,魁士,睿吉馬V级,ruijimavji
831,颢屹汽车,颢屹全顺,haoyiquanshun
831,颢屹汽车,颢屹福顺,haoyifushun
831,颢屹汽车,颢屹途睿欧,haoyituruiou
832,骏驰,骏驰EA,junchiea
832,骏驰,骏驰EK,junchi
832,骏驰,骏驰ET,junchiet
833,瑞一汽车,瑞一卡德加,ruiyisainei
834,富古汽车,Rocket,rocket
834,富古汽车,Summer,chuangweisummer
841,金龙礼宾车,迈凯宾-量子方舟,maikaibinliangzifangzhou
845,捷途山海,山海L10 C-DM,shanhail10cdm
845,捷途山海,山海L6,jietushanhail6
845,捷途山海,山海L7,jietushanhail7-10844
845,捷途山海,山海L7 PLUS,shanhail7plus
845,捷途山海,山海L9,shanhail9
845,捷途山海,山海T1,jietushanhait1
845,捷途山海,捷途旅行者8 C-DM,jietulvxingzhe8cdm
845,捷途山海,捷途旅行者C-DM,jietulvxingzhecdm
846,纵横,纵横F700,jietuzonghengf700
846,纵横,纵横G600,jietuzonghengg600
846,纵横,纵横G700,jietushanhait5
846,纵横,纵横G900,jietushanhait7
847,卡驰汽车,莎尔法,shaerfa
848,阿娜亚,奔驰Aetgo 1023,benchiaetgo1023
848,阿娜亚,阿娜亚依维柯6.5,yiweike65
848,阿娜亚,阿娜亚沃尔沃FMX 500,anayawoerwofmx500
848,阿娜亚,阿娜亚猛士MS600,anayamengshims600
852,九识,九识E6,jiushie6
852,九识,九识Z10,jiushiz10
852,九识,九识Z2,jiushiz2
852,九识,九识Z5,jiushiz5
852,九识,九识Z8,jiushiz8
855,货拉拉多拉,多拉3米8,duola3mi8
855,货拉拉多拉,多拉大面,duoladamian
855,货拉拉多拉,多拉小货,duolaxiaohuo
856,星程耀,星程耀图雅诺大麦,xingtu-11940
856,星程耀,星程耀火星7,xingtan
857,沃勒汽车,沃勒F-150猛禽凌枭,wolef150mengqinlingxiao
857,沃勒汽车,沃勒游骑侠Ranger旅居车,woleyouqixiarangerlvjuche
858,赫菲特,沃尔法海狮,woerfahaishi
858,赫菲特,赫菲特格瑞维亚,hefeitegeruiweiya
858,赫菲特,赫菲特赛那,hefeitesainei
858,赫菲特,赫菲特途睿欧,hefeiteturuiou
859,追觅,Nebula NEXT 01,zhuimipaoche
859,追觅,Nebula NEXT 01X,nebulanext01x
860,启境,启境GT7,qijingf05
860,启境,启境GX7,qijingf03
861,埃尚,iSee,isee
861,埃尚,埃尚,aishangaiooc
865,奕境,奕境X9,yijingdaxingsuv
866,驰远,拾光福祉车01,shiguangfuzhiche01
867,宏瑞汽车,MINCAR,mincar
869,比亚迪商用车,比亚迪B10,biyadib10
869,比亚迪商用车,比亚迪B12D,biyadib12d
869,比亚迪商用车,比亚迪B18,biyadib18
869,比亚迪商用车,比亚迪B6,biyadib6
869,比亚迪商用车,比亚迪B7,biyadib7
869,比亚迪商用车,比亚迪B85,biyadib85
869,比亚迪商用车,比亚迪B87,biyadib87
869,比亚迪商用车,比亚迪C11,biyadic11
869,比亚迪商用车,比亚迪Q3,biyadiq3qianyinche
869,比亚迪商用车,比亚迪SV14,sv14
869,比亚迪商用车,比亚迪T25,biyadit25
869,比亚迪商用车,比亚迪T31,biyadit31
870,领汇,领汇M9,linghuim9
870,领汇,领汇e3,linghuie3
870,领汇,领汇e5,linghuie5
870,领汇,领汇e7,linghuie7
870,领汇,领汇e9,linghuie9
872,华境,华境S,baojunhuajings
873,享界,享界S9,xiangjies9
873,享界,享界S9T,xiangjies9t
873,享界,享界中大型SUV,xiangjiezhongdaxingsuv
874,尊界,尊界S800,zunjie
874,尊界,尊界V800,zunjiempv
875,尚界,尚界H5,shangjiees39
875,尚界,尚界Z7,shangjiez7
875,尚界,尚界Z7T,shangjiez7t
876,Freelander神行者,神行者8,concept97
